,Duration,Run ID,Name,Status,LOC_f1,LOC_number,LOC_precision,LOC_recall,ORG_f1,ORG_number,ORG_precision,ORG_recall,PER_f1,PER_number,PER_precision,PER_recall,overall_accuracy,overall_f1,overall_precision,overall_recall,proj_ratio,slurm_job,pipeline_type,dataset,lang,task,eval_type,aligner,candidate_matching,candidate_selection
55,27.2s,b96fe14b61a043b8b030da6fa0d8df0e,polite-asp-232,FINISHED,0.2359396433470507,970,0.3524590163934426,0.177319587628866,0.443282801881861,1188,0.5848275862068966,0.3569023569023569,0.5400372439478585,1194,0.6079664570230608,0.4857621440536013,0.8950008919015341,0.4261641601739445,0.5426857406552839,0.350835322195704,0.7342664865682769,448177,align_tgt,masakhaner2,hau,pipeline_eval,compare_to_original,awesome,,
56,30.8s,38c061c816d94e878f8a1c93ccbf275d,nosy-crab-346,FINISHED,0.3571428571428571,539,0.3837953091684435,0.3339517625231911,0.5394828791055206,841,0.6542372881355932,0.4589774078478002,0.6439966414777497,1173,0.6344086021505376,0.6538789428815004,0.8972118817898656,0.5529973034640117,0.5877425044091711,0.5221308264786526,0.9325967884602296,448189,align_src,masakhaner2,xho,pipeline_eval,compare_to_original,awesome,,
57,32.6s,145ff90f8f4546a08929a2bbf26d616d,merciful-dolphin-421,FINISHED,0.2533333333333333,970,0.3584905660377358,0.1958762886597938,0.4566210045662101,1188,0.5747126436781609,0.3787878787878788,0.5332094751509522,1194,0.5985401459854015,0.4807370184254606,0.8987022832679272,0.4317211948790896,0.534330985915493,0.3621718377088305,0.7468842369102626,448177,align_tgt,masakhaner2,hau,pipeline_eval,compare_to_original,simalign,,
58,1.5min,241c75f0114b408c8425853f073b9406,debonair-conch-309,FINISHED,0.7073791348600509,218,0.7942857142857143,0.6376146788990825,0.6495327102803737,193,0.5914893617021276,0.7202072538860104,0.7222222222222222,223,0.7464114832535885,0.6995515695067265,0.9828597047868672,0.6927374301675977,0.7011308562197092,0.6845425867507886,0.9549451099409813,448187,candidates,masakhaner2,twi,pipeline_eval,compare_to_original,simalign,argmax,ner
59,1.1min,15a22d1ad66a4408a64d161e87d04c4f,industrious-gnat-763,FINISHED,0.2618510158013544,337,0.5471698113207547,0.172106824925816,0.2947368421052631,373,0.6862745098039216,0.1876675603217158,0.1265060240963855,888,0.5833333333333334,0.0709459459459459,0.9154335658974162,0.1995820271682341,0.6044303797468354,0.1195244055068836,0.5570124037639008,448191,backtrans_candidates,masakhaner2,zul,pipeline_eval,compare_to_original,simalign,argmax,dummy
60,32.0s,295a983657e24dfeb039254f1858a784,charming-sloth-827,FINISHED,0.3376446562287269,970,0.4969939879759519,0.2556701030927835,0.7645478961504029,1188,0.8164435946462715,0.7188552188552189,0.9200502302218502,1194,0.9196652719665273,0.9204355108877722,0.9468872636460934,0.7225869993434012,0.8032846715328467,0.6566229116945107,0.850432439765046,448177,align_src,masakhaner2,hau,pipeline_eval,compare_to_original,awesome,,
61,37.3s,8f9cbd4b02f9446185cee1fe00b3bce5,placid-dolphin-937,FINISHED,0.410351201478743,539,0.4088397790055249,0.411873840445269,0.5489130434782609,841,0.6402535657686212,0.4803804994054697,0.6241830065359477,1173,0.5992156862745098,0.6513213981244672,0.9021499658132645,0.5557776889244301,0.5675786035116374,0.5444575009792401,0.978248233361522,448189,align_src,masakhaner2,xho,pipeline_eval,compare_to_original,simalign,,
62,42.0s,3100eaee1a694b8e9b3cc4c34ca6aeaa,brawny-fish-40,FINISHED,0.3186582809224318,337,0.5428571428571428,0.2255192878338278,0.4041095890410959,373,0.5592417061611374,0.3163538873994638,0.5236051502145923,888,0.7176470588235294,0.4121621621621621,0.9411945104653836,0.4554697031313542,0.6504065040650406,0.3504380475594493,0.7190426290276585,448191,candidates,masakhaner2,zul,pipeline_eval,compare_to_original,awesome,argmax,ner
63,6.5min,6c2f4651cd174614ac22255fdad583c0,persistent-rook-757,FINISHED,0.3522316043425814,536,0.4982935153583617,0.2723880597014925,0.4622792937399679,362,0.5517241379310345,0.3977900552486187,0.5425790754257909,456,0.6092896174863388,0.4890350877192982,0.9591365698848584,0.4511873350923482,0.5576086956521739,0.378877400295421,0.7823207026713123,448188,backtrans_candidates,masakhaner2,wol,pipeline_eval,compare_to_original,simalign,argmax,dummy
64,37.7s,0d702ab297c049a9802db19625ab1ca4,luminous-koi-66,FINISHED,0.3714846304774362,970,0.5080500894454383,0.2927835051546392,0.7618625277161862,1188,0.8050609184629803,0.7230639730639731,0.9175,1194,0.9129353233830846,0.9221105527638191,0.9480244381020336,0.7257438551099612,0.7923728813559322,0.6694510739856802,0.864378177276217,448177,align_src,masakhaner2,hau,pipeline_eval,compare_to_original,simalign,,
65,6.6min,bb079f80dc344fc3beb503948de09ad1,colorful-elk-221,FINISHED,0.5017692852087756,1924,0.7860310421286031,0.3685031185031185,0.3118172790466733,628,0.4142480211081794,0.25,0.8330170777988615,1180,0.9461206896551724,0.7440677966101695,0.9359893706403016,0.5871065477192392,0.7894975101856043,0.4673097534833869,0.689948667311918,448185,backtrans_candidates,masakhaner2,swa,pipeline_eval,compare_to_original,awesome,argmax,dummy
66,52.8s,3b68f37373184cdabde55c3d59a181bb,nimble-sloth-546,FINISHED,0.0746268656716417,539,0.1908396946564885,0.046382189239332,0.1086519114688128,841,0.3529411764705882,0.0642092746730083,0.2665855143031041,1173,0.4659574468085106,0.1867007672634271,0.8506039656613235,0.1802237677653462,0.3952254641909814,0.1167254210732471,0.473396668293049,448189,backtrans_candidates,masakhaner2,xho,pipeline_eval,compare_to_original,awesome,argmax,ner
67,4.0min,e2068bc0a4e54f3093f66c152d0bd1a9,chill-moose-628,FINISHED,0.4821621621621621,529,0.5631313131313131,0.4215500945179584,0.5338983050847459,402,0.6176470588235294,0.4701492537313433,0.5400959561343387,766,0.5685425685425686,0.5143603133159269,0.9615797428427486,0.5213454075032341,0.5777777777777777,0.4749558043606364,0.871464940354961,448190,candidates,masakhaner2,yor,pipeline_eval,compare_to_original,awesome,argmax,dummy
68,44.0s,bf52c425cd5841e4a16bc0a59b90dceb,kindly-sheep-704,FINISHED,0.5289052890528906,536,0.776173285198556,0.4011194029850746,0.6387596899224807,362,0.7279151943462897,0.569060773480663,0.7402135231316727,456,0.8062015503875969,0.6842105263157895,0.9734309019854696,0.6371142981312473,0.7740232312565998,0.5413589364844904,0.8018428789198603,448188,candidates,masakhaner2,wol,pipeline_eval,compare_to_original,awesome,argmax,ner
69,54.9s,d0766980fb6f4c91a01cb20f65fe4628,delightful-cow-823,FINISHED,0.5555555555555556,337,0.5787781350482315,0.5341246290801187,0.5735512630014858,373,0.6433333333333333,0.517426273458445,0.7003405221339387,888,0.7059496567505721,0.6948198198198198,0.952771601625393,0.6422315926046058,0.6666666666666666,0.6195244055068836,0.9432855717137156,448191,candidates,masakhaner2,zul,pipeline_eval,compare_to_original,awesome,argmax,dummy
70,44.5s,e6167e894e1b4caf8a231828b16615b2,enchanting-mouse-605,FINISHED,0.308254200146092,970,0.5288220551378446,0.2175257731958763,0.5973084886128364,1188,0.7755376344086021,0.4856902356902356,0.7952267303102626,1194,0.9245283018867924,0.6976549413735343,0.9301418123439172,0.6008154188287621,0.7930528375733855,0.4835918854415274,0.6821028888461611,448177,backtrans_candidates,masakhaner2,hau,pipeline_eval,compare_to_original,awesome,argmax,ner
71,59.6s,8532e77ecd7048ac8c4d042433d588d6,wise-dove-200,FINISHED,0.5694249649368864,1924,0.875,0.422037422037422,0.3995901639344262,628,0.5603448275862069,0.3105095541401274,0.8612032212221696,1180,0.9763694951664876,0.7703389830508475,0.9434142910178004,0.6452264691025426,0.8681468056184867,0.5133976420150054,0.684698897019662,448185,backtrans_candidates,masakhaner2,swa,pipeline_eval,compare_to_original,simalign,argmax,ner
72,55.9s,73c70c60723141448c2d4a5631158281,hilarious-wolf-606,FINISHED,0.1257731958762886,539,0.1415313225058004,0.1131725417439703,0.1842696629213483,841,0.2489878542510121,0.1462544589774078,0.3248031496062992,1173,0.3841676367869616,0.2813299232736573,0.8179746258451721,0.2370302052109753,0.2881165919282511,0.2013317665491578,0.7933540940067509,448189,backtrans_candidates,masakhaner2,xho,pipeline_eval,compare_to_original,awesome,argmax,dummy
73,56.5s,dbac731a8711404ba13abe34a53a3b91,funny-skunk-636,FINISHED,0.665258711721225,529,0.7535885167464115,0.5954631379962193,0.5175438596491228,402,0.6276595744680851,0.4402985074626865,0.4978540772532188,766,0.5506329113924051,0.454308093994778,0.9645368321906556,0.5546384945526576,0.6306306306306306,0.4949911608721273,0.8548944492936356,448190,candidates,masakhaner2,yor,pipeline_eval,compare_to_original,simalign,argmax,ner
74,52.5s,f927dc45df1f4908a5eac1fc48e8206a,marvelous-perch-51,FINISHED,0.3166666666666666,337,0.5314685314685315,0.2255192878338278,0.3924914675767918,373,0.539906103286385,0.3083109919571045,0.5208034433285509,888,0.717391304347826,0.4087837837837837,0.940696158859158,0.4504065040650406,0.642691415313225,0.3466833541927409,0.7172462218420298,448191,candidates,masakhaner2,zul,pipeline_eval,compare_to_original,simalign,argmax,ner
75,49.8s,8071afd03f2244208f80ae6b42662086,gifted-trout-522,FINISHED,0.0651851851851852,539,0.1617647058823529,0.0408163265306122,0.0963855421686746,841,0.3096774193548387,0.0570749108204518,0.2738892270237371,1173,0.4787234042553192,0.1918158567774936,0.8509458330167895,0.1780325890162945,0.3876478318002628,0.1155503329416372,0.4725892302245157,448189,backtrans_candidates,masakhaner2,xho,pipeline_eval,compare_to_original,simalign,argmax,ner
76,53.1s,1c7ec7f273654df293f7f819b12af0c9,learned-whale-316,FINISHED,0.5118343195266272,337,0.5103244837758112,0.5133531157270029,0.5672082717872968,373,0.631578947368421,0.514745308310992,0.6542792792792793,888,0.6542792792792793,0.6542792792792793,0.9465230391781032,0.6046660274848196,0.6178967994774657,0.5919899874843555,0.9528079555175364,448191,candidates,masakhaner2,zul,pipeline_eval,compare_to_original,simalign,argmax,dummy
77,14.7min,d268a801ea104536a43a49e90a5c88da,delightful-bee-6,FINISHED,0.267741935483871,411,0.3971291866028708,0.2019464720194647,0.4345403899721448,230,0.6046511627906976,0.3391304347826087,0.6113360323886641,296,0.7626262626262627,0.5101351351351351,0.9655361801455444,0.4236252545824847,0.582089552238806,0.3329775880469584,0.7942793159609118,448176,backtrans_candidates,masakhaner2,fon,pipeline_eval,compare_to_original,awesome,argmax,dummy
78,56.3s,9d3112d3590e40df838c93a2448f1354,likeable-trout-919,FINISHED,0.1639676113360323,539,0.1804008908685968,0.150278293135436,0.1926260346124906,841,0.2622950819672131,0.1521997621878715,0.3561914158855451,1173,0.4227166276346604,0.3077578857630008,0.8280787054622807,0.2624309392265193,0.3182579564489112,0.2232667450058754,0.7895688859365652,448189,backtrans_candidates,masakhaner2,xho,pipeline_eval,compare_to_original,simalign,argmax,dummy
79,28.3s,5bf7594d71c641908e5a31a7b3a50bfd,merciful-croc-495,FINISHED,0.3047619047619048,337,0.425531914893617,0.2373887240356083,0.3612217795484727,373,0.3578947368421052,0.3646112600536193,0.4815588030619345,888,0.6302367941712204,0.3896396396396396,0.9339492448056428,0.4139963167587476,0.5031333930170099,0.3516896120150187,0.7369682064442541,448191,model_transfer,masakhaner2,zul,pipeline_eval,compare_to_original,,,
80,39.2s,5db3599b02ca41af857044c8ffa5c1b4,capricious-shark-198,FINISHED,0.1172069825436408,539,0.1787072243346007,0.0871985157699443,0.1566666666666666,841,0.2618384401114206,0.1117717003567182,0.3433520122261844,1173,0.4265822784810126,0.2872975277067349,0.8672035250322875,0.2411097099621689,0.3385269121813031,0.1872307089698394,0.64268145102499,448189,candidates,masakhaner2,xho,pipeline_eval,compare_to_original,awesome,argmax,ner
81,7.9min,f1f9cf915b034e248b9477c473b52f19,judicious-shad-317,FINISHED,0.5451612903225806,773,0.7237687366167024,0.4372574385510996,0.5698689956331878,540,0.6941489361702128,0.4833333333333333,0.720783764870539,840,0.8743633276740238,0.6130952380952381,0.9567476002258612,0.6214783821478383,0.7779329608938548,0.5174175568973526,0.7414947369832035,448181,backtrans_candidates,masakhaner2,luo,pipeline_eval,compare_to_original,awesome,argmax,dummy
82,1.3min,ff17bb45d61742ae9e4fe4e81ee8a1b6,omniscient-bird-755,FINISHED,0.4357142857142858,411,0.8187919463087249,0.2968369829683698,0.4272445820433436,230,0.7419354838709677,0.3,0.6611909650924024,296,0.8429319371727748,0.543918918918919,0.9741864616229576,0.5138686131386861,0.812933025404157,0.375667022411953,0.757546145494028,448176,backtrans_candidates,masakhaner2,fon,pipeline_eval,compare_to_original,simalign,argmax,ner
83,49.1s,2a30a9b75ae1449c8695a73fd500eb2c,wise-dolphin-703,FINISHED,0.3301343570057581,539,0.341948310139165,0.3191094619666048,0.5268225584594223,841,0.6247960848287113,0.4554102259215219,0.6364414029084688,1173,0.6386266094420601,0.6342710997442456,0.9056066246296436,0.5374431112949939,0.569487067075844,0.5088131609870741,0.9219221123844508,448189,candidates,masakhaner2,xho,pipeline_eval,compare_to_original,awesome,argmax,dummy
84,4.1min,6d765008e62c4bd5841cd68e68d6b408,angry-mare-18,FINISHED,0.6713709677419356,529,0.7192224622030238,0.6294896030245747,0.5403899721448469,402,0.6139240506329114,0.4825870646766169,0.5704697986577182,766,0.5870165745856354,0.5548302872062664,0.96646441635818,0.595,0.633399866932801,0.5609899823217442,0.8916674748650316,448190,candidates,masakhaner2,yor,pipeline_eval,compare_to_original,simalign,argmax,dummy
85,51.6s,68b1e02dbee9409cb72112bf56590042,respected-hare-757,FINISHED,0.567741935483871,773,0.7537473233404711,0.4553686934023286,0.6105032822757112,540,0.7459893048128342,0.5166666666666667,0.6076313894888409,840,0.7686703096539163,0.5023809523809524,0.954669678147939,0.594411515664691,0.7575539568345324,0.489084997677659,0.7215393192665918,448181,backtrans_candidates,masakhaner2,luo,pipeline_eval,compare_to_original,simalign,argmax,ner
86,45.8s,5010455974354c2c85e5c30901825248,popular-fawn-837,FINISHED,0.120754716981132,539,0.1875,0.0890538033395176,0.1594684385382059,841,0.2644628099173554,0.1141498216409036,0.3461928934010152,1173,0.4278544542032622,0.2907075873827792,0.8675453923877535,0.2443940539178634,0.3425141242937853,0.1899725812769291,0.6430284606187848,448189,candidates,masakhaner2,xho,pipeline_eval,compare_to_original,simalign,argmax,ner
87,38.9s,6d5dc33ffa434ca19d3cf8a71589aba3,inquisitive-pug-130,FINISHED,0.3879245283018867,529,0.3228643216080402,0.4858223062381852,0.3188010899182562,402,0.2195121951219512,0.582089552238806,0.2470046082949309,766,0.4200626959247649,0.1749347258485639,0.9423696142641228,0.3223310985043837,0.2865657955066483,0.3682969946965232,0.9883595189603336,448190,model_transfer,masakhaner2,yor,pipeline_eval,compare_to_original,,,
88,6.0min,fe8072d1d157484993758515dfdd30f6,caring-shrike-768,FINISHED,0.2450980392156863,970,0.3820960698689956,0.1804123711340206,0.43952802359882,1188,0.5283687943262412,0.3762626262626262,0.5930394431554524,1194,0.6649323621227887,0.535175879396985,0.903563146628612,0.4489941249777462,0.5567328918322296,0.3761933174224344,0.7355986216973752,448177,backtrans_candidates,masakhaner2,hau,pipeline_eval,compare_to_original,awesome,argmax,dummy
89,30.8s,383b9928eb3845518d7fcfcda09c1e97,carefree-wren-902,FINISHED,0.609387430389817,787,0.8148936170212766,0.4866581956797967,0.4346035015447992,722,0.8473895582329317,0.2922437673130194,0.6582718193660443,1469,0.9088729016786572,0.5159972770592239,0.9513466382484016,0.596777753255352,0.8705730843528654,0.4539959704499664,0.6879988172425144,448183,align_tgt,masakhaner2,nya,pipeline_eval,compare_to_original,awesome,,
90,55.4s,ffac112ec8fe42b39ccdb34f315ef66d,sneaky-zebra-146,FINISHED,0.3955014058106841,539,0.3996212121212121,0.3914656771799629,0.5394470667565745,841,0.6230529595015576,0.4756242568370987,0.6237201365187715,1173,0.6242527754056362,0.6231884057971014,0.9068981235280712,0.548426644871271,0.5732592909013242,0.5256560908734822,0.9357436891882692,448189,candidates,masakhaner2,xho,pipeline_eval,compare_to_original,simalign,argmax,dummy
91,7.1min,4cb6aa3fc17a494888af25d495585dd7,likeable-fish-22,FINISHED,0.4821852731591449,536,0.6633986928104575,0.3787313432835821,0.6059743954480795,362,0.624633431085044,0.5883977900552486,0.6414662084765178,456,0.6714628297362111,0.6140350877192983,0.96773939727752,0.5756823821339949,0.6541353383458647,0.5140324963072378,0.8311042425562238,448188,candidates,masakhaner2,wol,pipeline_eval,compare_to_original,awesome,argmax,dummy
92,42.7s,60dbd131bf6a471ca02905f20be9b5e6,illustrious-bear-71,FINISHED,0.3182795698924731,970,0.5223529411764706,0.2288659793814433,0.6037735849056604,1188,0.7658473479948253,0.4983164983164983,0.8081285444234404,1194,0.9273318872017352,0.7160804020100503,0.931501962183375,0.610014619883041,0.7872641509433962,0.4979116945107398,0.691475857261941,448177,backtrans_candidates,masakhaner2,hau,pipeline_eval,compare_to_original,simalign,argmax,ner
93,35.8s,ef19e871297c4a0e8b15b7ef1d344702,delicate-newt-845,FINISHED,0.5722846441947566,787,0.6970802919708029,0.4853875476493011,0.4390735146022155,722,0.8044280442804428,0.3019390581717451,0.6428571428571429,1469,0.8561721404303511,0.5146358066712049,0.9493121488083704,0.5794871794871795,0.7967097532314924,0.4553391537944929,0.7213065366006541,448183,align_tgt,masakhaner2,nya,pipeline_eval,compare_to_original,simalign,,
94,30.1s,64f0305186a64257a4393b8ba65760f3,powerful-lynx-305,FINISHED,0.1210045662100456,539,0.1572700296735905,0.098330241187384,0.1908713692946058,841,0.228099173553719,0.164090368608799,0.3389328063241106,1173,0.4030552291421856,0.2924126172208013,0.8608979715870242,0.2457432121491026,0.2978248745119911,0.209165687426557,0.7100374523683252,448189,model_transfer,masakhaner2,xho,pipeline_eval,compare_to_original,,,
95,7.4min,6be050add5db4ca38c98c2b1014b91a1,loud-croc-721,FINISHED,0.4881615598885793,1924,0.739451476793249,0.3643451143451143,0.3054187192118226,628,0.4005167958656331,0.2468152866242038,0.8210227272727273,1180,0.9302575107296136,0.7347457627118644,0.9339768264327164,0.5744290715119186,0.7600352889280988,0.4616827438370847,0.6988878811635056,448185,backtrans_candidates,masakhaner2,swa,pipeline_eval,compare_to_original,simalign,argmax,dummy
96,40.1s,a37b310ec5824c39ba82adeaef9bdc65,salty-chimp-717,FINISHED,0.5478787878787879,536,0.7820069204152249,0.4216417910447761,0.6469673405909797,362,0.7402135231316725,0.574585635359116,0.7419738406658739,456,0.8103896103896104,0.6842105263157895,0.9737718677053008,0.646167171935903,0.7811518324607329,0.55096011816839,0.7976117886178858,448188,candidates,masakhaner2,wol,pipeline_eval,compare_to_original,simalign,argmax,ner
97,31.0s,bb0131d131c34e9691952cfda9a5b70a,salty-lamb-992,FINISHED,0.7298245614035088,787,0.8150470219435737,0.6607369758576874,0.7655880031570641,722,0.8899082568807339,0.6717451523545707,0.806015037593985,1469,0.9000839630562553,0.7297481279782164,0.9722534392559582,0.7761584454409566,0.8748946925021062,0.6974479516453996,0.874482702171778,448183,align_src,masakhaner2,nya,pipeline_eval,compare_to_original,awesome,,
98,10.3min,dd96d58ab2b9404fa0cd4b8a45cd7b37,kindly-mouse-943,FINISHED,0.6567901234567901,218,0.7112299465240641,0.6100917431192661,0.5866666666666666,193,0.5136186770428015,0.6839378238341969,0.8374164810690423,223,0.831858407079646,0.8430493273542601,0.9821699544764796,0.6947852760736197,0.6761194029850747,0.7145110410094637,0.9725614050139234,448187,candidates,masakhaner2,twi,pipeline_eval,compare_to_original,simalign,argmax,dummy
99,40.6s,8e750cae9add40a4b1cc7d6b0193a75a,nebulous-wasp-297,FINISHED,0.6631785480706344,787,0.683288409703504,0.6442185514612452,0.7636932707355243,722,0.8776978417266187,0.6759002770083102,0.7682167704137679,1469,0.8312202852614897,0.7140912185159973,0.9675062972292192,0.7381726254965691,0.7984375,0.6863666890530558,0.9198145785120576,448183,align_src,masakhaner2,nya,pipeline_eval,compare_to_original,simalign,,
100,49.3s,4c879c0e58d04cf0b7b9465c7e1598d8,dashing-goat-700,FINISHED,0.7883939038686988,1924,0.9038978494623656,0.6990644490644491,0.6873545384018618,628,0.670196671709531,0.7054140127388535,0.9577221742881794,1180,0.9753954305799648,0.940677966101695,0.966314308603138,0.8257586550790711,0.8816550045634317,0.7765273311897106,0.9176109589943896,448185,candidates,masakhaner2,swa,pipeline_eval,compare_to_original,awesome,argmax,ner
101,40.7s,2ef4cab5569546e19b0fc63d5af3a853,exultant-rook-740,FINISHED,0.4595103578154426,218,0.389776357827476,0.5596330275229358,0.4589147286821705,193,0.3274336283185841,0.7668393782383419,0.4742951907131011,223,0.3763157894736842,0.6412556053811659,0.9625810456614704,0.4643057897695334,0.3606986899563318,0.6514195583596214,0.9399578538719744,448187,model_transfer,masakhaner2,twi,pipeline_eval,compare_to_original,,,
102,51.9s,a5a71b26dec1436a847ab98aab29d18d,bemused-snipe-397,FINISHED,0.5876701361088871,787,0.7943722943722944,0.4663278271918678,0.492094861660079,722,0.8586206896551725,0.3448753462603878,0.5912117177097204,1469,0.8494897959183674,0.4533696392103472,0.9529936058903312,0.5680106335844041,0.8346354166666666,0.4304902619207522,0.6729090237493599,448183,backtrans_candidates,masakhaner2,nya,pipeline_eval,compare_to_original,awesome,argmax,ner
103,23.6s,0a3f537351e948cbbc6bfd191b9067a7,wistful-toad-954,FINISHED,0.5613079019073569,248,0.865546218487395,0.4153225806451613,0.4027586206896552,465,0.5615384615384615,0.3139784946236559,0.8845814977973568,614,0.963531669865643,0.8175895765472313,0.9567496723460026,0.6744499326448137,0.8344444444444444,0.5659382064807837,0.7548180818512142,448186,align_tgt,masakhaner2,tsn,pipeline_eval,compare_to_original,awesome,,
104,23.3s,cfb8660722b44f3f8d70b9b4003213d6,fortunate-rat-520,FINISHED,0.5606469002695418,248,0.8455284552845529,0.4193548387096774,0.399452804377565,465,0.5488721804511278,0.3139784946236559,0.8814749780509218,614,0.956190476190476,0.8175895765472313,0.9562628721213255,0.6711289602855869,0.8227571115973742,0.5666917859834213,0.7644518550392043,448186,align_tgt,masakhaner2,tsn,pipeline_eval,compare_to_original,simalign,,
105,24.1s,7a6c012a6c274036bf48f52f2ac5fdf3,dashing-bee-30,FINISHED,0.6599496221662468,248,0.8791946308724832,0.5282258064516129,0.7329192546583851,465,0.7065868263473054,0.7612903225806451,0.946058091286307,614,0.964467005076142,0.9283387622149836,0.9712038944017974,0.8216510903426791,0.8501208702659145,0.7950263752825923,0.9244047619047616,448186,align_src,masakhaner2,tsn,pipeline_eval,compare_to_original,awesome,,
106,15.8min,17c75580995e4b14a450c94bbdcb94eb,skittish-sow-370,FINISHED,0.4380475594493117,566,0.7510729613733905,0.3091872791519434,0.0149253731343283,95,0.0115606936416184,0.0210526315789473,0.5192802056555269,459,0.6332288401253918,0.4400871459694989,0.9584686485136148,0.410840108401084,0.5227586206896552,0.3383928571428571,0.7663903839924249,448174,backtrans_candidates,masakhaner2,bam,pipeline_eval,compare_to_original,awesome,argmax,dummy
107,35.6s,efcaad68765247a5a80f3df93a539f22,unleashed-ox-860,FINISHED,0.5609871855719031,1400,0.8359264497878359,0.4221428571428571,0.5367231638418078,432,0.6884057971014492,0.4398148148148148,0.8167701863354038,1051,0.8955732122587968,0.7507136060894386,0.9709618116487004,0.6614704023593848,0.842274678111588,0.5445716267776621,0.7932326805091592,448178,align_tgt,masakhaner2,ibo,pipeline_eval,compare_to_original,awesome,,
108,23.7s,800173d85de04ca1811358ae7cc4619a,grandiose-wren-558,FINISHED,0.6374695863746959,248,0.803680981595092,0.5282258064516129,0.729145211122554,465,0.6996047430830039,0.7612903225806451,0.901062959934587,614,0.9047619047619048,0.8973941368078175,0.9684703239093804,0.7953934740882918,0.810641627543036,0.7807083647324793,0.9365533562822717,448186,align_src,masakhaner2,tsn,pipeline_eval,compare_to_original,simalign,,
109,7.7min,9b6e39b8eb9b429f85f27cccb82629c9,serious-panda-247,FINISHED,0.5650438946528332,773,0.7375,0.4579560155239327,0.5766345123258307,540,0.6844783715012722,0.4981481481481482,0.7304469273743016,840,0.8834459459459459,0.6226190476190476,0.9574703557312252,0.6334991708126037,0.7822525597269625,0.5322805387830933,0.7512883016275144,448181,backtrans_candidates,masakhaner2,luo,pipeline_eval,compare_to_original,simalign,argmax,dummy
110,42.9s,fcacf3edb3f44c1daabe317f0c9ca655,placid-yak-173,FINISHED,0.5496750232126277,1400,0.7851458885941645,0.4228571428571429,0.5408450704225353,432,0.6906474820143885,0.4444444444444444,0.7746550843127236,1051,0.8366445916114791,0.7212178877259753,0.9693601849530654,0.6397013067828252,0.7956656346749226,0.5348595213319459,0.805440929237353,448178,align_tgt,masakhaner2,ibo,pipeline_eval,compare_to_original,simalign,,
111,38.5s,b296c7a3b7be41bf8b1b0d8880ede502,handsome-cod-947,FINISHED,0.1704871060171919,837,0.2128801431127012,0.1421744324970131,0.1098901098901098,1139,0.331858407079646,0.0658472344161545,0.2740740740740741,1414,0.3967828418230563,0.2093352192362093,0.8316952678107125,0.1991465149359886,0.3200522534291313,0.1445427728613569,0.5741268742537783,448184,align_tgt,masakhaner2,sna,pipeline_eval,compare_to_original,awesome,,
112,6.0min,64733b9c25ef4d85b45c0a421f29e7ac,delicate-ray-829,FINISHED,0.2599179206566347,970,0.3861788617886179,0.1958762886597938,0.4418491484184914,1188,0.5236447520184544,0.3821548821548821,0.5790441176470588,1194,0.6415478615071283,0.5276381909547738,0.9057260078487336,0.4475671877744598,0.5442118752669799,0.380071599045346,0.7455016388340113,448177,backtrans_candidates,masakhaner2,hau,pipeline_eval,compare_to_original,simalign,argmax,dummy
113,45.2s,6122280e8e3e43e88f2a7a7ef5ceb2ac,wistful-fowl-992,FINISHED,0.629156010230179,248,0.8601398601398601,0.4959677419354839,0.4026845637583892,465,0.5357142857142857,0.3225806451612903,0.7338129496402879,614,0.8192771084337349,0.6644951140065146,0.9528178243774574,0.6058718861209965,0.739413680781759,0.5131876412961568,0.7643586249760947,448186,backtrans_candidates,masakhaner2,tsn,pipeline_eval,compare_to_original,awesome,argmax,ner
114,3.7min,547c33bf3af446c8b0d588e5d1ecec96,spiffy-snake-700,FINISHED,0.6047244094488189,787,0.7950310559006211,0.4879288437102922,0.4692307692307692,722,0.7672955974842768,0.3379501385041551,0.658019887591872,1469,0.901658767772512,0.5180394826412525,0.9526835884518504,0.600908500973394,0.8443768996960487,0.4664204163868368,0.7052959785312727,448183,backtrans_candidates,masakhaner2,nya,pipeline_eval,compare_to_original,awesome,argmax,dummy
115,43.8s,45733f745f8a4a93b3e696b7084f2140,thoughtful-carp-834,FINISHED,0.6543026706231454,773,0.7669565217391304,0.5705045278137129,0.7338403041825095,540,0.75390625,0.7148148148148148,0.6954787234042553,840,0.7876506024096386,0.6226190476190476,0.9635686053077356,0.6915983606557377,0.7709880068532268,0.6270320483046912,0.8285301866458585,448181,candidates,masakhaner2,luo,pipeline_eval,compare_to_original,awesome,argmax,ner
116,36.3s,7aa943f5af2c486c9829d92b16055737,upbeat-whale-467,FINISHED,0.6277310924369748,1400,0.7622448979591837,0.5335714285714286,0.6400937866354045,432,0.6484560570071259,0.6319444444444444,0.8758293838862559,1051,0.8725212464589235,0.879162702188392,0.976518759923122,0.7276810780460415,0.7902439024390244,0.6742976066597295,0.9061106744394224,448178,align_src,masakhaner2,ibo,pipeline_eval,compare_to_original,awesome,,
117,1.4min,2b13106fdf1548c683e6853953d665b2,orderly-steed-512,FINISHED,0.468671679197995,566,0.8060344827586207,0.3303886925795053,0.018018018018018,95,0.0157480314960629,0.0210526315789473,0.5992217898832685,459,0.7403846153846154,0.5032679738562091,0.9651823632275792,0.4690117252931323,0.6259314456035767,0.375,0.7601514415289925,448174,backtrans_candidates,masakhaner2,bam,pipeline_eval,compare_to_original,simalign,argmax,ner
